comparison_family,horizon,reference,comparator,metric,point_delta,ci_lower_2_5,ci_upper_97_5,unit_count,dropped_unit_count,missing_reference_unit_count,missing_comparator_unit_count,reference_unit_count,comparator_unit_count,paired_row_count,reference_row_count,comparator_row_count,reference_unpaired_row_count,comparator_unpaired_row_count,n_bootstrap,finite_bootstrap_count,seed,delta_formula,positive_delta_means,interpretation
crisis,H5,frozen_calibrated_xgboost,historical_tail_threshold,brier_score,0.04380474505968773,0.03903650125925632,0.04814167058813466,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,historical_tail_threshold,log_loss,1.6704843178106652,1.4890462212740683,1.8314768031602313,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,historical_tail_threshold,top_decile_lift,0.9959570581183956,0.0,1.2404153123269266,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,logistic_regression,roc_auc,0.05127295877054361,-0.011701825552285295,0.1062073127778986,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,logistic_regression,pr_auc,0.008575244406467002,-0.0033790273345099837,0.017732976387214407,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,logistic_regression,brier_score,0.19436756528342183,0.17206857202238432,0.2223707895442434,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,logistic_regression,log_loss,0.49308271057223896,0.4359387515467964,0.5626405989317399,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,logistic_regression,top_decile_lift,0.9657765412057169,0.06704327172670624,1.147514553209683,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,random_forest,roc_auc,0.030811800905785947,-0.018478375093431375,0.07812105458007203,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,random_forest,pr_auc,-0.010948085215930783,-0.042887017910534744,0.00651038331569452,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors comparator, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,random_forest,brier_score,0.053731710110100694,0.04465495139574898,0.0639244591818791,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,random_forest,log_loss,0.16539534213337195,0.14142871100214183,0.19276954597664805,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,random_forest,top_decile_lift,0.2716246522141079,-0.6372701751325964,0.5913853115210581,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,gradient_boosting,roc_auc,0.029714470796499692,-0.0276197513686797,0.07739577138768973,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,gradient_boosting,pr_auc,0.0037047318228955115,-0.011245416794102412,0.014740685064969084,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
crisis,H5,frozen_calibrated_xgboost,gradient_boosting,brier_score,0.020739704162006295,0.013158637969876649,0.029486672073279187,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,gradient_boosting,log_loss,0.07669195834697654,0.047102383738588965,0.11126892535743815,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
crisis,H5,frozen_calibrated_xgboost,gradient_boosting,top_decile_lift,0.7545129228169662,-0.2274006566232253,1.1234556510904505,19,0,0,0,19,19,6823,6823,6823,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,equal_weight,sharpe,0.07116195335932826,-6.724743492715602e-05,0.13828554242992255,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,equal_weight,model_score,1.6421052631578956,0.15763157894737012,3.3132894736842107,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,equal_weight,benchmark_excess_return,0.01629430021007578,-0.017519917410828697,0.04968998035217781,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,equal_weight,turnover,-0.3700957449802226,-0.46550775890206303,-0.2835302870807275,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,does not support reference; percentile CI is entirely unfavorable
allocation,,smart_policy_oos_guard,inverse_volatility,sharpe,0.06598139049894364,0.0037887767978595304,0.12443601436129394,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,inverse_volatility,model_score,0.9736842105263158,-0.3606578947368434,2.2273684210526317,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,inverse_volatility,benchmark_excess_return,0.057075458528837095,0.023203450780004835,0.09309888064302704,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,inverse_volatility,turnover,-0.05486907105183101,-0.18975417212412787,0.09897740207671764,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,"directionally favors comparator, but CI crosses zero"
allocation,,smart_policy_oos_guard,mean_variance,sharpe,0.011535672602891211,-0.06527650649872753,0.10496106508823477,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,mean_variance,model_score,0.45789473684210524,-1.134605263157894,2.1932894736842092,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,mean_variance,benchmark_excess_return,-0.013451168646978599,-0.05845914053199766,0.028861780745855003,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors comparator, but CI crosses zero"
allocation,,smart_policy_oos_guard,mean_variance,turnover,2.1058512266797407,1.6616225557759923,2.528254247394307,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,raw_black_litterman,sharpe,0.03335530832582336,0.004301252944020161,0.06416403635955305,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,raw_black_litterman,model_score,0.3894736842105275,-0.21105263157894677,0.9659210526315805,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,"directionally favors reference, but CI crosses zero"
allocation,,smart_policy_oos_guard,raw_black_litterman,benchmark_excess_return,0.018827317653398245,0.00448766180167928,0.036244882923338495,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,raw_black_litterman,turnover,1.3385008541136982,1.1058701922745502,1.5699247942295385,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,smart_policy,sharpe,0.03828891506910997,0.01758973040180502,0.06219142323720682,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,smart_policy,model_score,0.6473684210526316,0.24986842105263157,1.0553947368421046,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,smart_policy,benchmark_excess_return,0.019376083117167212,0.007609915106650794,0.03603932971565181,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,reference - comparator (positive means reference is higher/better),reference better,supports reference; percentile CI is entirely favorable
allocation,,smart_policy_oos_guard,smart_policy,turnover,1.2928931359388218,1.022310743075997,1.5470722482750205,19,0,0,0,19,19,19,19,19,0,0,500,500,20260518,comparator - reference (positive means reference is lower/better),reference better,supports reference; percentile CI is entirely favorable
